;smartphonename;price;ram;rom;displaysize;provider;os;cpubrand;camrearpixel;camrearcount;camfrontpixel;camfrontcount;numcpu1;numcpu2;clockcpu1;clockcpu2;displayWidth;displayHeight;brandnew;isPortable
17;0;19.99;3;32;5.5;0;1;1.0;12;1.0;7;1.0;4.0;0.0;2.3;0.0;1080.0;1920.0;1.0;1.0
18;5;19.99;6;128;6.1;0;0;2.0;40;3.0;24;1.0;4.0;4.0;2.4;1.8;1080.0;2244.0;1.0;1.0
19;13;19.99;4;64;5.8;0;0;0.0;12;1.0;8;1.0;4.0;4.0;2.8;1.7;1440.0;2960.0;1.0;1.0
20;14;19.99;4;64;5.7;0;0;3.0;19;1.0;5;1.0;4.0;4.0;2.8;1.8;1080.0;2160.0;1.0;1.0
21;13;17.99;4;64;6.2;0;0;0.0;12;1.0;8;1.0;4.0;4.0;2.3;1.7;1440.0;2960.0;1.0;1.0
22;0;15.99;2;32;4.7;0;1;1.0;12;1.0;7;1.0;4.0;0.0;2.3;0.0;750.0;1334.0;1.0;1.0
23;13;15.99;4;64;5.8;0;0;0.0;12;1.0;8;1.0;4.0;4.0;2.3;1.7;1440.0;2960.0;1.0;1.0
24;13;13.49;6;64;6;0;0;0.0;16;1.0;16;2.0;2.0;6.0;2.2;1.6;1080.0;2220.0;1.0;1.0
25;0;12.99;2;32;5.5;0;1;1.0;12;1.0;5;1.0;2.0;0.0;1.8;0.0;1080.0;1920.0;1.0;1.0
26;0;12.49;2;32;4.7;0;1;1.0;12;1.0;5;1.0;2.0;0.0;1.8;0.0;750.0;1334.0;1.0;1.0
27;14;11.99;4;64;5.2;0;0;3.0;19;1.0;13;1.0;4.0;4.0;2.45;1.9;1080.0;1920.0;1.0;1.0
28;13;10.99;4;32;5.6;0;0;0.0;16;1.0;16;2.0;2.0;6.0;2.2;1.6;1080.0;2220.0;1.0;1.0
29;11;9.99;6;128;6.23;0;0;5.0;16;1.0;25;1.0;8.0;0.0;2.0;0.0;1080.0;2280.0;1.0;1.0
30;14;9.99;3;64;5.2;0;0;3.0;23;1.0;13;1.0;2.0;2.0;2.15;1.6;1080.0;1920.0;1.0;1.0
31;2;9.79;3;32;5.5;0;0;3.0;16;1.0;8;1.0;8.0;0.0;2.0;0.0;1080.0;1920.0;1.0;1.0
32;13;8.99;4;32;6;0;0;3.0;16;2.0;24;1.0;8.0;0.0;1.8;0.0;1080.0;2220.0;1.0;1.0
33;10;8.99;4;64;6;0;0;3.0;12;2.0;16;1.0;4.0;4.0;2.2;1.8;1080.0;2160.0;1.0;1.0
34;13;8.99;6;64;6.0;0;0;3.0;16;1.0;16;1.0;4.0;4.0;1.95;1.4;1080.0;1920.0;1.0;1.0
36;11;7.99;4;64;6.23;0;0;5.0;16;1.0;25;1.0;8.0;0.0;2.0;0.0;1080.0;2280.0;1.0;1.0
37;15;7.99;4;64;6.3;0;0;3.0;16;2.0;24;1.0;8.0;0.0;2.2;0.0;1080.0;2280.0;1.0;1.0
38;15;7.99;4;64;6.3;0;0;3.0;16;2.0;24;1.0;8.0;0.0;2.2;0.0;1080.0;2280.0;1.0;1.0
39;9;7.99;4;64;5.5;0;0;3.0;12;1.0;5;1.0;8.0;0.0;2.2;0.0;1080.0;1920.0;1.0;1.0
40;0;7.49;1;32;4.7;0;1;1.0;8;1.0;2;1.0;2.0;0.0;1.4;0.0;750.0;1334.0;1.0;1.0
41;11;7.49;6;64;6.0;0;0;5.0;16;1.0;20;1.0;8.0;0.0;2.5;0.0;1080.0;2160.0;1.0;1.0
42;9;7.49;4;64;5.2;0;0;3.0;12;2.0;16;1.0;8.0;0.0;2.2;0.0;1080.0;1920.0;1.0;1.0
43;13;7.29;4;32;5.5;0;0;5.0;13;2.0;16;1.0;4.0;4.0;2.39;1.69;1080.0;1920.0;1.0;1.0
45;5;6.99;4;64;5.84;0;0;2.0;16;2.0;16;1.0;4.0;4.0;2.36;0.0;1080.0;2280.0;1.0;1.0
46;11;6.99;4;32;6.0;0;0;5.0;16;1.0;20;1.0;8.0;0.0;2.5;0.0;1080.0;2160.0;1.0;1.0
47;10;6.99;4;64;5.5;0;0;3.0;16;1.0;8;1.0;8.0;0.0;2.2;0.0;1080.0;1920.0;1.0;1.0
48;14;6.99;4;64;6.0;0;0;5.0;23;1.0;16;1.0;4.0;4.0;2.3;1.6;1080.0;1920.0;1.0;1.0
49;14;6.99;3;64;5;0;0;3.0;23;1.0;13;1.0;2.0;4.0;1.8;1.2;1080.0;1920.0;1.0;1.0
50;15;6.99;4;64;5.99;0;0;3.0;16;1.0;24;1.0;8.0;0.0;1.8;0.0;720.0;1440.0;1.0;1.0
51;9;6.99;4;32;5.5;0;0;3.0;13;1.0;8;1.0;8.0;0.0;2.0;0.0;1080.0;1920.0;1.0;1.0
52;11;6.49;4;64;6.0;0;0;5.0;13;1.0;8;1.0;8.0;0.0;2.0;0.0;1080.0;2160.0;1.0;1.0
53;11;6.49;4;64;6.0;0;0;3.0;16;1.0;16;2.0;4.0;4.0;1.95;1.4;1080.0;1920.0;1.0;1.0
54;14;6.49;4;64;6.0;0;0;5.0;23;1.0;16;1.0;4.0;4.0;2.3;1.7;1080.0;1920.0;1.0;1.0
55;13;6.09;3;32;5.5;0;0;0.0;13;1.0;13;1.0;8.0;0.0;1.6;0.0;1080.0;1920.0;1.0;1.0
56;10;5.99;3;32;5.5;0;0;3.0;16;1.0;8;1.0;8.0;0.0;2.2;0.0;1080.0;1920.0;1.0;1.0
57;11;5.99;3;32;6.0;0;0;5.0;13;1.0;16;1.0;8.0;0.0;2.5;0.0;1080.0;2160.0;1.0;1.0
58;14;5.99;4;32;5.5;0;0;5.0;23;1.0;8;1.0;4.0;4.0;2.3;1.6;1080.0;1920.0;1.0;1.0
59;15;5.99;4;32;5.7;0;0;3.0;16;1.0;24;1.0;8.0;0.0;1.8;0.0;720.0;1440.0;1.0;1.0
60;8;5.99;4;64;6.0;0;0;5.0;13;2.0;20;2.0;8.0;0.0;2.6;0.0;720.0;1440.0;1.0;1.0
61;15;5.99;4;64;5.5;0;0;5.0;13;1.0;20;1.0;8.0;0.0;1.5;0.0;720.0;1280.0;1.0;1.0
62;16;5.69;4;64;5.99;0;0;3.0;12;2.0;13;1.0;8.0;0.0;1.8;0.0;1080.0;2160.0;1.0;1.0
63;16;5.49;4;64;5.5;0;0;3.0;12;1.0;5;1.0;8.0;0.0;2.0;0.0;1080.0;1920.0;1.0;1.0
64;15;5.49;3;32;5.5;0;0;5.0;13;1.0;16;1.0;8.0;0.0;1.5;0.0;720.0;1280.0;1.0;1.0
66;13;4.99;3;32;5.5;0;0;0.0;13;1.0;8;1.0;8.0;0.0;1.6;0.0;1080.0;1920.0;1.0;1.0
67;5;4.99;4;64;5.9;0;0;2.0;16;2.0;13;2.0;4.0;4.0;2.36;0.0;1080.0;2160.0;1.0;1.0
68;11;4.99;3;32;5.7;0;0;5.0;13;1.0;8;1.0;8.0;0.0;2.5;0.0;720.0;1440.0;1.0;1.0
69;10;4.99;3;32;5.5;0;0;3.0;16;1.0;8;1.0;8.0;0.0;1.4;0.0;1080.0;1920.0;1.0;1.0
70;14;4.99;3;32;5;0;0;5.0;23;1.0;8;1.0;4.0;4.0;2.3;1.7;720.0;1280.0;1.0;1.0
71;14;4.99;3;32;5.5;0;0;5.0;13;1.0;8;1.0;4.0;0.0;1.5;0.0;720.0;1280.0;1.0;1.0
72;11;4.89;3;32;5.7;0;0;5.0;13;1.0;8;1.0;8.0;0.0;2.5;0.0;720.0;1440.0;1.0;1.0
73;16;4.79;4;64;5.99;0;0;3.0;12;1.0;5;1.0;8.0;0.0;2.0;0.0;1080.0;2160.0;1.0;1.0
74;16;4.49;4;32;5.5;0;0;3.0;12;1.0;5;1.0;8.0;0.0;2.0;0.0;1080.0;1920.0;1.0;1.0
75;1;4.49;3;32;5.7;0;0;5.0;16;2.0;8;1.0;8.0;0.0;1.5;0.0;1080.0;2160.0;1.0;1.0
76;16;4.29;3;32;5.5;0;0;3.0;13;1.0;5;1.0;8.0;0.0;2.0;0.0;1080.0;1920.0;1.0;1.0
77;11;4.19;2;16;5.7;0;0;5.0;13;1.0;8;1.0;8.0;0.0;2.5;0.0;720.0;1440.0;1.0;1.0
78;11;4.19;3;32;5.2;0;0;3.0;13;1.0;5;1.0;8.0;0.0;1.8;0.0;720.0;1280.0;1.0;1.0
79;5;3.99;3;32;5.99;0;0;3.0;13;2.0;8;1.0;4.0;4.0;1.4;1.0;720.0;1440.0;1.0;1.0
80;13;3.99;2;16;5;0;0;0.0;13;1.0;5;1.0;4.0;0.0;1.4;0.0;720.0;1280.0;1.0;1.0
81;1;3.99;3;32;5.5;0;0;3.0;16;2.0;16;1.0;8.0;0.0;1.4;0.0;720.0;1280.0;1.0;1.0
82;4;3.99;3;32;5.5;0;0;3.0;16;1.0;8;1.0;4.0;4.0;1.5;0.0;1440.0;2560.0;1.0;1.0
83;9;3.99;3;32;5.5;0;0;5.0;13;1.0;5;1.0;4.0;0.0;1.3;0.0;720.0;1280.0;1.0;1.0
84;10;3.86;2;16;5.2;0;0;3.0;13;1.0;8;1.0;8.0;0.0;1.4;0.0;720.0;1280.0;1.0;1.0
85;13;3.79;2;16;5.5;0;0;0.0;13;1.0;5;1.0;4.0;0.0;1.4;0.0;720.0;1280.0;1.0;1.0
86;4;3.79;3;32;5.2;0;0;5.0;16;1.0;16;1.0;4.0;4.0;2.0;1.1;1080.0;1920.0;1.0;1.0
87;11;3.69;2;16;5.2;0;0;3.0;13;1.0;5;1.0;8.0;0.0;1.8;0.0;720.0;1280.0;1.0;1.0
88;16;3.69;3;32;5;0;0;3.0;13;1.0;5;1.0;8.0;0.0;1.4;0.0;720.0;1280.0;1.0;1.0
89;16;3.69;3;32;5.5;0;0;3.0;13;1.0;16;1.0;8.0;0.0;1.4;0.0;720.0;1280.0;1.0;1.0
90;5;3.69;3;32;5.5;0;0;3.0;12;1.0;8;1.0;8.0;0.0;1.4;0.0;720.0;1280.0;1.0;1.0
91;14;3.59;2;16;5.5;0;0;5.0;13;1.0;5;1.0;4.0;0.0;1.4;0.0;720.0;1280.0;1.0;1.0
92;15;3.49;2;16;5.2;0;0;3.0;13;1.0;5;1.0;4.0;0.0;1.4;0.0;720.0;1280.0;1.0;1.0
93;13;3.29;1.5;16;5;0;0;3.0;8;1.0;5;1.0;4.0;0.0;1.4;0.0;540.0;960.0;1.0;1.0
94;11;3.29;2;16;5.2;0;0;3.0;13;1.0;5;1.0;8.0;0.0;1.8;0.0;720.0;1280.0;1.0;1.0
95;5;3.29;2;16;5.7;0;0;3.0;13;1.0;8;1.0;4.0;0.0;1.4;0.0;720.0;1440.0;1.0;1.0
96;11;3.29;2;16;5;0;0;3.0;8;1.0;5;1.0;4.0;0.0;1.2;0.0;720.0;1280.0;1.0;1.0
97;8;3.29;3;32;5.5;0;0;5.0;13;1.0;13;2.0;4.0;0.0;1.4;0.0;1080.0;1920.0;1.0;1.0
98;15;3.09;2;16;5;0;0;3.0;8;1.0;5;1.0;4.0;0.0;1.4;0.0;540.0;960.0;1.0;1.0
99;8;2.99;2;16;6.0;0;0;5.0;13;1.0;13;1.0;4.0;0.0;1.5;0.0;720.0;1440.0;1.0;1.0
100;10;2.79;2;16;5;0;0;5.0;8;1.0;8;1.0;4.0;0.0;1.3;0.0;720.0;1280.0;1.0;1.0
101;5;2.79;2;16;5;0;0;5.0;8;1.0;5;1.0;4.0;0.0;1.4;0.0;720.0;1280.0;1.0;1.0
102;12;2.79;3;16;5;0;0;5.0;13;1.0;5;1.0;8.0;0.0;1.5;0.0;720.0;1280.0;1.0;1.0
103;13;2.69;1.5;8;5;0;0;5.0;8;1.0;5;1.0;4.0;0.0;1.4;0.0;540.0;960.0;1.0;1.0
104;8;2.39;3;16;5.5;0;0;5.0;13;1.0;13;1.0;4.0;0.0;1.4;0.0;1080.0;1920.0;1.0;1.0
105;8;2.59;2;16;5.5;0;0;5.0;8;1.0;8;1.0;4.0;0.0;1.25;0.0;720.0;1280.0;1.0;1.0
106;9;2.59;2;16;5;0;0;5.0;8;1.0;2;1.0;4.0;0.0;1.3;0.0;720.0;1280.0;1.0;1.0
107;1;2.39;2;16;5;0;0;3.0;13;1.0;5;1.0;4.0;0.0;1.4;0.0;720.0;1280.0;1.0;1.0
108;7;2.39;2;16;5.5;0;0;5.0;8;1.0;8;1.0;4.0;0.0;1.3;0.0;720.0;1280.0;1.0;1.0
109;12;2.39;2;16;5.5;0;0;5.0;8;1.0;5;1.0;4.0;0.0;1.3;0.0;720.0;1280.0;1.0;1.0
110;8;2.35;2;16;5.2;0;0;5.0;13;1.0;13;1.0;4.0;0.0;1.25;0.0;720.0;1280.0;1.0;1.0
