,Price,Brand,Purpose,Color,gen,CPU,Number of cores,Clock,Cache,OS,Ram,Display Size,Touchable,AddGraphics,VGA Memory,HDD,SSD,Optical Disk,Number Keys,LED,USB Ports,HDMI Ports,LANPorts,VGAPorts,Weight,Cells pin,displayWidth,displayHeight
341,15590000,5,1,0,14,15,2,2.5,3,3,4,14.0,1,11,2,500,0,0,1,0,3,1,0,0,1.9,3,768.0,1366.0
342,32490000,8,0,6,17,26,4,2.8,6,3,16,15.6,1,19,3,1000,128,0,0,1,4,1,0,0,2.3,6,1080.0,1920.0
343,7490000,6,1,6,8,7,2,2.0,3,3,4,15.6,1,7,0,1000,0,1,0,0,4,1,0,1,2.1,4,768.0,1366.0
344,15390000,5,1,0,14,15,2,2.5,3,3,4,14.0,1,7,0,500,0,1,1,0,3,1,0,0,1.9,3,768.0,1366.0
345,11990000,6,1,6,14,15,2,2.5,3,3,4,14.0,1,7,0,1000,0,1,1,0,3,1,0,1,1.7,2,1080.0,1920.0
346,11690000,2,2,3,9,9,2,2.4,3,3,4,15.6,1,7,0,1000,0,0,1,0,4,1,0,1,1.7,3,1080.0,1920.0
347,9990000,6,1,6,9,10,2,2.7,3,3,4,15.6,1,13,2,1000,0,1,0,0,3,1,1,1,2.1,2,1080.0,1920.0
348,10790000,0,1,5,14,15,2,2.5,3,3,4,15.6,1,7,0,1000,0,0,0,0,4,1,0,1,2.23,4,1080.0,1920.0
349,54990000,3,1,0,18,29,4,1.8,8,3,16,13.3,0,7,0,0,512,1,1,0,3,0,1,1,1.23,4,2160.0,3840.0
350,15290000,5,1,0,15,19,4,1.6,6,3,4,14.0,1,7,0,1000,0,1,1,0,3,1,0,1,1.63,3,1080.0,1920.0
351,16490000,3,1,3,14,15,2,2.5,3,3,4,14.0,1,13,2,500,128,1,1,0,3,1,0,1,1.6,3,1080.0,1920.0
352,21990000,8,0,6,14,16,4,2.5,6,3,8,15.6,1,17,4,1000,0,1,0,3,4,1,0,1,2.3,6,1080.0,1920.0
353,25990000,8,0,6,17,26,4,2.8,6,3,8,17.3,1,18,4,1000,0,1,0,3,4,1,0,1,2.2,6,1080.0,1920.0
354,27490000,8,0,6,17,26,4,2.8,6,3,8,15.6,1,17,2,1000,0,1,0,2,4,1,0,1,1.8,3,1080.0,1920.0
355,28990000,8,0,6,17,26,4,2.8,6,3,16,15.6,1,18,4,1000,128,1,0,2,3,1,0,1,2.2,6,1080.0,1920.0
356,10600000,6,1,5,9,9,2,2.4,3,3,4,14.0,1,7,0,1000,0,1,1,0,3,1,0,1,1.7,2,1080.0,1920.0
357,28990000,3,1,0,18,29,4,1.8,8,3,8,13.3,1,7,0,0,256,1,1,0,2,1,0,1,1.7,3,1080.0,1920.0
358,24690000,5,1,0,18,29,4,1.8,8,3,8,15.6,1,11,2,1000,128,1,0,0,4,1,0,0,2.1,3,1080.0,1920.0
359,16000000,6,1,3,15,19,4,1.6,6,3,4,15.6,1,7,0,1000,0,1,1,0,3,1,1,1,2.4,2,1080.0,1920.0
360,16990000,0,1,5,8,8,2,2.3,3,3,4,12.0,0,7,0,0,128,1,1,0,3,0,0,1,1.25,2,1440.0,2160.0
361,11290000,5,1,2,14,15,2,2.5,3,3,4,14.0,1,7,0,500,0,0,1,0,3,1,0,0,1.94,4,768.0,1366.0
362,24490000,4,1,6,14,15,2,2.5,3,3,4,15.6,1,7,0,0,256,1,0,0,3,0,0,0,2.25,4,768.0,1366.0
363,23490000,2,2,4,15,19,4,1.6,6,3,8,14.0,1,23,2,0,256,1,1,0,3,1,1,1,1.25,3,1080.0,1920.0
364,15900000,6,1,3,14,15,2,2.5,3,3,4,14.0,0,7,0,1000,0,1,1,0,3,1,0,1,1.35,3,1080.0,1920.0
365,15090000,5,1,3,14,15,2,2.5,3,3,4,14.0,1,7,0,1000,0,1,1,0,3,1,0,0,1.63,3,1080.0,1920.0
366,15900000,6,1,3,15,19,4,1.6,6,3,4,14.0,0,7,0,1000,0,1,1,0,3,1,0,1,1.7,3,1028.0,1920.0
367,16890000,5,1,0,14,23,2,2.7,4,3,8,15.6,1,0,2,1000,0,0,0,0,3,1,0,0,1.9,4,768.0,1366.0
368,42490000,5,1,6,17,23,2,2.7,4,3,8,13.3,0,7,0,0,256,1,1,0,3,0,1,1,0.9,3,1080.0,1920.0
369,15190000,5,1,5,15,19,4,1.6,6,3,4,15.6,1,13,2,1000,0,1,0,0,3,1,0,1,1.96,3,768.0,1366.0
370,6290000,6,1,6,21,34,4,1.6,4,3,4,15.6,1,7,0,500,0,1,0,0,2,1,0,1,2.2,3,768.0,1366.0
371,10490000,5,1,0,9,9,2,2.4,3,3,4,15.6,1,7,0,1000,0,1,0,0,2,1,0,1,1.9,4,768.0,1366.0
372,10690000,2,2,6,8,7,2,2.0,3,3,4,15.6,1,9,2,500,0,0,0,0,3,1,0,0,2.0,3,768.0,1366.0
373,21690000,5,1,0,18,29,4,1.8,8,3,8,14.0,1,7,0,1000,0,1,1,0,3,1,0,0,1.7,3,1080.0,1920.0
374,18400000,6,1,0,17,23,2,2.7,4,3,8,15.6,1,20,2,1000,0,1,0,0,3,1,0,1,2.1,2,1080.0,1920.0
375,23490000,5,1,0,18,29,4,1.8,8,3,8,14.0,1,7,0,1000,128,1,1,0,3,1,0,0,1.7,3,1080.0,1920.0
376,26990000,2,1,4,18,29,4,1.8,4,3,8,14.0,1,23,2,0,256,1,1,0,3,1,0,0,1.25,3,1080.0,1920.0
377,39990000,2,0,6,17,26,4,2.8,6,3,16,15.6,1,19,6,1000,256,1,0,3,5,1,1,1,2.3,4,1080.0,1920.0
378,16990000,5,1,0,15,19,4,1.6,6,3,4,13.3,1,7,0,1000,0,1,1,0,3,1,0,1,1.6,3,768.0,1366.0
379,6490000,2,1,3,3,33,2,1.1,2,3,4,14.0,1,7,0,500,0,0,1,0,3,1,0,0,1.35,3,768.0,1366.0
380,10800000,2,1,5,5,3,2,1.8,3,3,4,14.0,1,8,2,500,0,0,1,0,2,1,0,0,2.1,6,768.0,1366.0
381,17490000,3,1,3,14,15,2,2.5,3,3,4,15.6,1,20,2,1000,0,1,0,0,4,1,0,1,1.98,3,768.0,1366.0
382,19999000,0,0,6,14,16,4,2.5,6,3,8,15.6,1,17,2,1000,0,1,0,3,4,1,0,1,2.4,4,1080.0,1920.0
383,16940000,3,1,6,17,23,2,2.7,4,3,4,15.6,1,24,2,1000,0,0,0,0,3,1,0,0,2.18,4,768.0,1366.0
384,22990000,3,1,5,17,23,2,2.7,4,3,8,13.3,0,7,0,0,256,1,1,0,3,1,0,1,1.6,3,1080.0,1920.0
385,22990000,3,1,5,17,23,2,2.7,4,3,8,13.3,0,7,0,0,256,1,1,0,3,1,0,1,1.6,3,1080.0,1920.0
386,16290000,3,1,3,14,15,2,2.5,3,3,4,14.0,1,7,0,500,0,1,1,0,3,1,0,1,1.7,3,768.0,1366.0
387,13990000,2,1,5,14,15,2,2.5,3,3,4,15.6,1,13,2,1000,0,1,1,0,4,1,1,1,1.7,3,768.0,1366.0
388,13290000,2,1,5,14,15,2,2.5,3,3,4,15.6,1,7,0,1000,0,1,0,0,4,0,0,0,1.7,3,768.0,1366.0
389,15390000,3,1,6,14,15,2,2.5,3,3,4,15.6,1,6,2,1000,0,0,1,0,2,0,0,1,1.35,4,768.0,1366.0
390,29490000,3,1,6,17,26,4,2.8,6,3,8,15.6,1,18,4,1000,128,1,0,0,3,1,0,1,2.85,6,1080.0,1920.0
391,14590000,3,1,3,9,9,2,2.4,3,3,4,15.6,1,12,2,1000,0,0,0,0,3,1,0,0,2.3,4,768.0,1366.0
392,18090000,3,1,3,14,15,2,2.5,3,3,4,14.0,1,13,2,1000,0,1,1,0,3,1,0,1,1.7,3,768.0,1366.0
393,19990000,5,1,3,15,19,4,1.6,6,3,4,13.3,1,7,0,0,128,1,1,0,3,0,1,1,1.23,6,1080.0,1920.0
394,12990000,0,1,6,14,15,2,2.5,3,3,4,14.0,1,13,2,1000,0,1,1,0,3,0,0,1,2.1,4,1080.0,1920.0
395,13699000,0,1,5,14,15,2,2.5,3,3,4,15.6,1,13,2,1000,0,1,0,0,2,1,0,1,2.1,4,1080.0,1920.0
396,11990000,5,1,0,9,9,2,2.4,3,3,4,15.6,1,7,0,500,0,0,0,0,3,1,0,1,2.0,2,768.0,1366.0
397,14990000,6,1,5,15,19,4,1.6,6,3,4,13.3,1,7,0,0,128,1,1,0,2,1,1,1,1.25,3,1080.0,1920.0
398,20990000,5,1,3,15,19,4,1.6,6,3,4,13.3,1,7,0,0,256,1,1,0,4,0,0,1,1.23,6,1080.0,1920.0
399,7490000,0,1,6,21,35,4,1.1,2,3,4,15.6,1,7,0,500,0,1,0,0,3,1,1,1,2.4,2,768.0,1366.0
400,15290000,5,1,1,15,19,4,1.6,6,3,4,14.0,1,7,0,1000,0,1,1,0,3,1,0,1,1.36,3,1080.0,1920.0
401,22990000,8,0,6,17,26,4,2.8,6,3,8,15.6,1,17,4,1000,0,1,0,3,4,1,0,1,2.3,6,1080.0,1920.0
402,14490000,3,1,6,14,15,2,2.5,3,3,4,15.6,1,25,2,500,0,0,0,0,3,1,0,1,2.3,4,768.0,1366.0
403,14590000,6,1,6,14,15,2,2.5,3,3,4,14.0,1,7,0,500,0,1,1,0,3,1,0,1,1.87,4,768.0,1366.0
404,15090000,3,1,3,14,15,2,2.5,3,3,4,14.0,1,7,0,500,0,1,1,0,3,1,0,0,1.6,3,768.0,1366.0
405,13390000,3,1,6,9,9,2,2.4,3,3,4,15.6,1,7,0,500,0,1,0,0,4,1,0,0,2.1,3,768.0,1366.0
406,15390000,5,1,0,15,19,4,1.6,6,3,4,14.0,1,7,0,500,0,1,1,0,3,1,0,0,1.7,3,768.0,1366.0
407,12990000,5,1,0,14,15,2,2.5,3,3,4,15.6,1,7,0,1000,0,0,0,0,3,1,0,1,1.9,4,768.0,1366.0
408,14390000,5,1,5,15,19,4,1.6,6,3,4,15.6,1,7,0,1000,0,1,0,0,3,1,0,1,2.12,3,768.0,1366.0
409,15290000,5,1,3,15,19,4,1.6,6,3,4,15.6,1,13,2,1000,0,0,0,0,3,1,0,0,2.12,3,768.0,1366.0
410,13590000,5,1,5,15,19,4,1.6,6,3,4,15.6,1,7,0,1000,0,0,0,0,3,1,0,1,1.96,3,768.0,1366.0
411,6600000,6,1,6,21,34,4,1.6,2,3,4,14.0,1,7,0,500,0,1,1,0,2,1,1,1,1.9,3,768.0,1366.0
412,11990000,5,1,3,9,9,2,2.4,3,3,4,14.0,1,7,0,1000,0,1,1,0,3,1,1,1,1.63,3,1080.0,1920.0
413,9790000,5,1,3,8,7,2,2.0,3,3,4,15.6,1,7,0,1000,0,1,1,0,3,1,0,1,1.7,4,768.0,1366.0
414,7790000,6,1,5,0,0,2,3.0,1,3,4,14.0,1,7,0,1000,0,1,1,0,2,1,0,1,1.35,2,1080.0,1920.0
415,26490000,5,0,6,17,26,4,2.8,6,3,8,15.6,1,17,4,1000,128,1,0,3,3,1,0,1,2.21,4,1080.0,1920.0
416,13590000,5,1,5,15,19,4,1.6,6,3,4,15.6,1,7,0,1000,0,0,0,0,3,1,0,1,2.02,3,768.0,1366.0
417,24190000,6,0,6,17,26,4,2.8,6,3,8,15.6,1,17,4,1000,128,1,1,3,4,1,0,1,2.4,3,1080.0,1920.0
418,16490000,5,1,0,15,19,4,1.6,6,3,4,14.0,1,7,0,500,0,1,1,0,3,1,0,0,1.7,3,768.0,1366.0
419,10240000,5,1,3,8,7,2,2.0,3,3,4,14.0,1,7,0,500,0,1,1,0,3,1,1,1,1.8,4,768.0,1366.0
420,19990000,0,1,2,14,15,2,2.5,3,3,8,14.0,1,7,0,0,256,1,1,0,4,1,0,1,1.35,3,1080.0,1920.0
